institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
71	0.073	0.174	0.059	0.096	0.036	0.184	0.141	0.082	0.155	1.000
72	0.085	0.168	0.063	0.089	0.037	0.179	0.128	0.086	0.164	1.000
73	0.073	0.169	0.060	0.079	0.033	0.180	0.132	0.088	0.187	1.000
74	0.073	0.179	0.067	0.080	0.033	0.186	0.123	0.082	0.178	1.000
75	0.084	0.199	0.070	0.095	0.040	0.190	0.116	0.077	0.129	1.000
76	0.096	0.197	0.073	0.087	0.041	0.192	0.119	0.079	0.116	1.000
77	0.109	0.207	0.067	0.103	0.043	0.193	0.105	0.068	0.106	1.000
78	0.099	0.176	0.062	0.086	0.033	0.175	0.108	0.072	0.189	1.000
79	0.103	0.201	0.069	0.083	0.037	0.183	0.108	0.072	0.143	1.000
80	0.101	0.230	0.077	0.089	0.035	0.183	0.098	0.065	0.123	1.000
81	0.095	0.213	0.073	0.078	0.036	0.178	0.108	0.071	0.148	1.000
82	0.086	0.208	0.068	0.075	0.034	0.181	0.112	0.077	0.158	1.000
83	0.097	0.203	0.071	0.075	0.036	0.175	0.118	0.075	0.149	1.000
84	0.091	0.198	0.066	0.082	0.037	0.181	0.113	0.074	0.157	1.000
85	0.085	0.198	0.072	0.087	0.033	0.170	0.111	0.080	0.165	1.000
86	0.095	0.174	0.061	0.083	0.034	0.161	0.101	0.075	0.215	1.000
87	0.091	0.200	0.063	0.087	0.033	0.171	0.103	0.075	0.178	1.000
88	0.100	0.216	0.061	0.078	0.029	0.175	0.096	0.071	0.173	1.000
89	0.090	0.222	0.070	0.089	0.034	0.160	0.096	0.062	0.178	1.000
90	0.111	0.229	0.058	0.087	0.037	0.165	0.086	0.058	0.169	1.000
91	0.107	0.198	0.055	0.076	0.036	0.154	0.094	0.082	0.198	1.000
92	0.100	0.229	0.063	0.077	0.030	0.171	0.080	0.066	0.184	1.000
93	0.092	0.184	0.059	0.081	0.026	0.156	0.095	0.073	0.234	1.000
94	0.097	0.208	0.065	0.085	0.025	0.161	0.094	0.067	0.198	1.000
95	0.092	0.178	0.056	0.075	0.024	0.166	0.097	0.074	0.237	1.000
96	0.089	0.194	0.069	0.063	0.027	0.144	0.080	0.066	0.268	1.000
97	0.098	0.189	0.056	0.068	0.029	0.122	0.087	0.061	0.291	1.000
98	0.093	0.185	0.065	0.074	0.030	0.134	0.086	0.059	0.274	1.000
99	0.085	0.181	0.054	0.086	0.034	0.120	0.094	0.060	0.287	1.000
100	0.086	0.181	0.058	0.075	0.029	0.124	0.093	0.068	0.286	1.000
101	0.068	0.169	0.048	0.071	0.028	0.119	0.087	0.065	0.343	1.000
102	0.050	0.103	0.034	0.052	0.018	0.103	0.096	0.081	0.461	1.000
103	0.077	0.138	0.047	0.057	0.019	0.113	0.090	0.080	0.378	1.000
104	0.065	0.117	0.030	0.063	0.018	0.095	0.094	0.071	0.447	1.000
105	0.060	0.125	0.039	0.058	0.018	0.096	0.087	0.075	0.442	1.000
106	0.075	0.141	0.046	0.061	0.022	0.128	0.084	0.069	0.375	1.000
107	0.069	0.124	0.041	0.054	0.015	0.121	0.094	0.080	0.401	1.000
108	0.070	0.140	0.044	0.062	0.016	0.112	0.094	0.076	0.386	1.000
109	0.087	0.147	0.042	0.056	0.014	0.118	0.099	0.080	0.356	1.000
110	0.077	0.131	0.032	0.048	0.015	0.099	0.105	0.086	0.406	1.000
111	0.076	0.124	0.035	0.047	0.019	0.109	0.100	0.088	0.401	1.000
112	0.080	0.116	0.036	0.045	0.014	0.097	0.093	0.097	0.422	1.000
113	0.076	0.144	0.032	0.045	0.019	0.101	0.093	0.078	0.412	1.000
114	0.074	0.107	0.028	0.041	0.017	0.093	0.080	0.089	0.470	1.000
115	0.081	0.130	0.027	0.034	0.016	0.111	0.085	0.085	0.430	1.000
116	0.041	0.105	0.012	0.056	0.006	0.072	0.083	0.088	0.537	1.000
117	0.054	0.033	0.025	0.020	0.002	0.166	0.055	0.103	0.544	1.000
118	0.013	0.035	0.038	0.046	0.008	0.127	0.059	0.152	0.523	1.000
