institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
91	0.045	0.084	0.027	0.058	0.021	0.148	0.133	0.121	0.362	1.000
92	0.043	0.084	0.031	0.056	0.019	0.156	0.136	0.120	0.355	1.000
93	0.034	0.072	0.027	0.052	0.022	0.146	0.143	0.125	0.379	1.000
94	0.036	0.060	0.024	0.048	0.019	0.130	0.133	0.126	0.426	1.000
95	0.037	0.061	0.026	0.049	0.017	0.141	0.139	0.132	0.398	1.000
96	0.034	0.062	0.031	0.048	0.019	0.140	0.143	0.132	0.390	1.000
97	0.036	0.066	0.030	0.049	0.028	0.157	0.142	0.128	0.365	1.000
98	0.034	0.060	0.037	0.049	0.027	0.161	0.139	0.130	0.362	1.000
99	0.038	0.063	0.037	0.047	0.028	0.141	0.138	0.131	0.378	1.000
100	0.034	0.061	0.037	0.048	0.032	0.154	0.140	0.135	0.358	1.000
101	0.032	0.056	0.029	0.046	0.026	0.149	0.133	0.132	0.397	1.000
102	0.036	0.061	0.031	0.052	0.024	0.146	0.143	0.128	0.379	1.000
103	0.037	0.063	0.038	0.050	0.025	0.146	0.136	0.114	0.390	1.000
104	0.033	0.062	0.027	0.045	0.022	0.143	0.138	0.121	0.409	1.000
105	0.033	0.078	0.035	0.058	0.026	0.161	0.144	0.123	0.341	1.000
106	0.033	0.073	0.031	0.056	0.026	0.158	0.145	0.128	0.350	1.000
107	0.036	0.073	0.031	0.052	0.023	0.150	0.147	0.123	0.364	1.000
108	0.034	0.060	0.031	0.051	0.019	0.147	0.141	0.122	0.396	1.000
109	0.034	0.059	0.026	0.046	0.016	0.139	0.137	0.123	0.421	1.000
110	0.035	0.078	0.033	0.050	0.022	0.156	0.150	0.122	0.353	1.000
111	0.040	0.087	0.033	0.055	0.023	0.156	0.157	0.124	0.324	1.000
112	0.035	0.079	0.034	0.058	0.023	0.149	0.145	0.120	0.358	1.000
113	0.038	0.101	0.034	0.064	0.024	0.170	0.147	0.117	0.304	1.000
114	0.042	0.101	0.030	0.056	0.023	0.150	0.128	0.103	0.368	1.000
115	0.034	0.095	0.038	0.055	0.023	0.149	0.152	0.109	0.344	1.000
116	0.047	0.125	0.047	0.071	0.024	0.175	0.148	0.097	0.264	1.000
117	0.053	0.125	0.046	0.074	0.027	0.177	0.140	0.101	0.255	1.000
118	0.053	0.128	0.053	0.064	0.027	0.185	0.130	0.092	0.268	1.000
119	0.051	0.125	0.051	0.070	0.028	0.171	0.124	0.090	0.290	1.000
120	0.059	0.135	0.055	0.061	0.029	0.177	0.126	0.095	0.262	1.000
121	0.056	0.163	0.068	0.074	0.029	0.188	0.124	0.090	0.207	1.000
122	0.056	0.146	0.064	0.078	0.031	0.183	0.136	0.090	0.216	1.000
123	0.059	0.121	0.051	0.069	0.027	0.178	0.140	0.098	0.259	1.000
124	0.062	0.144	0.060	0.075	0.027	0.181	0.137	0.101	0.214	1.000
125	0.071	0.174	0.063	0.078	0.030	0.174	0.138	0.087	0.185	1.000
126	0.072	0.146	0.054	0.075	0.030	0.172	0.125	0.103	0.224	1.000
127	0.074	0.165	0.061	0.085	0.032	0.178	0.124	0.086	0.194	1.000
128	0.074	0.157	0.058	0.080	0.031	0.176	0.132	0.083	0.210	1.000
129	0.093	0.193	0.066	0.086	0.039	0.183	0.113	0.073	0.154	1.000
130	0.091	0.191	0.070	0.090	0.037	0.182	0.111	0.075	0.155	1.000
131	0.099	0.223	0.070	0.087	0.040	0.177	0.098	0.072	0.134	1.000
132	0.103	0.213	0.072	0.089	0.033	0.179	0.097	0.072	0.141	1.000
133	0.104	0.202	0.075	0.094	0.037	0.162	0.098	0.060	0.167	1.000
134	0.107	0.196	0.071	0.080	0.028	0.161	0.090	0.068	0.200	1.000
135	0.103	0.203	0.063	0.083	0.032	0.156	0.095	0.064	0.201	1.000
136	0.085	0.188	0.059	0.084	0.033	0.152	0.099	0.063	0.236	1.000
137	0.090	0.239	0.071	0.090	0.034	0.178	0.096	0.054	0.149	1.000
138	0.077	0.205	0.056	0.083	0.030	0.128	0.098	0.060	0.262	1.000
139	0.088	0.204	0.065	0.073	0.028	0.142	0.094	0.062	0.244	1.000
140	0.076	0.136	0.039	0.054	0.023	0.111	0.096	0.070	0.393	1.000
141	0.065	0.133	0.042	0.074	0.018	0.110	0.096	0.078	0.385	1.000
142	0.063	0.112	0.037	0.050	0.020	0.105	0.094	0.086	0.432	1.000
143	0.066	0.115	0.028	0.052	0.017	0.091	0.085	0.085	0.461	1.000
144	0.081	0.140	0.042	0.052	0.020	0.127	0.093	0.077	0.368	1.000
145	0.092	0.167	0.045	0.056	0.015	0.107	0.087	0.074	0.356	1.000
146	0.138	0.223	0.047	0.097	0.034	0.161	0.118	0.065	0.117	1.000
