institution_count	povertylevel_50percent	povertylevel_125percent	povertylevel_150percent	povertylevel_185percent	povertylevel_200percent	povertylevel_300percent	povertylevel_400percent	povertylevel_500percent	povertylevel_over500percent	pct_totpop
76	0.039	0.099	0.033	0.052	0.017	0.142	0.128	0.104	0.386	1.000
77	0.031	0.084	0.027	0.053	0.015	0.116	0.112	0.103	0.460	1.000
78	0.030	0.075	0.027	0.049	0.015	0.123	0.115	0.102	0.463	1.000
79	0.040	0.088	0.029	0.042	0.020	0.136	0.123	0.097	0.425	1.000
80	0.038	0.090	0.023	0.042	0.022	0.138	0.118	0.101	0.428	1.000
81	0.036	0.076	0.023	0.034	0.014	0.115	0.119	0.108	0.474	1.000
82	0.036	0.084	0.033	0.040	0.020	0.129	0.125	0.107	0.425	1.000
83	0.040	0.083	0.034	0.044	0.018	0.130	0.127	0.099	0.425	1.000
84	0.040	0.084	0.032	0.046	0.016	0.132	0.131	0.116	0.403	1.000
85	0.037	0.082	0.036	0.056	0.024	0.135	0.136	0.114	0.379	1.000
86	0.051	0.096	0.042	0.059	0.022	0.147	0.135	0.105	0.342	1.000
87	0.041	0.076	0.030	0.043	0.023	0.134	0.130	0.114	0.410	1.000
88	0.034	0.064	0.026	0.044	0.016	0.112	0.126	0.130	0.449	1.000
89	0.033	0.065	0.025	0.045	0.020	0.140	0.145	0.121	0.406	1.000
90	0.035	0.066	0.024	0.048	0.017	0.136	0.136	0.129	0.409	1.000
91	0.034	0.079	0.031	0.049	0.019	0.135	0.140	0.122	0.392	1.000
92	0.035	0.083	0.034	0.054	0.026	0.164	0.146	0.122	0.336	1.000
93	0.037	0.072	0.037	0.053	0.026	0.153	0.147	0.121	0.353	1.000
94	0.041	0.083	0.035	0.056	0.023	0.155	0.144	0.120	0.343	1.000
95	0.039	0.085	0.037	0.053	0.023	0.161	0.149	0.116	0.335	1.000
96	0.040	0.081	0.036	0.054	0.025	0.153	0.145	0.114	0.352	1.000
97	0.050	0.118	0.044	0.067	0.027	0.172	0.138	0.104	0.280	1.000
98	0.056	0.148	0.062	0.082	0.031	0.181	0.137	0.089	0.214	1.000
99	0.083	0.190	0.070	0.089	0.034	0.195	0.119	0.078	0.142	1.000
100	0.096	0.195	0.060	0.077	0.032	0.157	0.097	0.073	0.214	1.000
101	0.077	0.163	0.053	0.072	0.026	0.134	0.097	0.071	0.306	1.000
102	0.110	0.187	0.055	0.078	0.021	0.124	0.111	0.079	0.236	1.000
103	0.126	0.168	0.047	0.062	0.017	0.104	0.105	0.075	0.295	1.000
